clip_id,scene,shot,clip_of,seconds,location,prompt
S15-15J-b,15,15J,2/3,6,LOC-06 + LOC-01,"CU, eye, 85mm, locked-off, no camera movement. 'Two hundred thousand people, one hundred and thirty-eight Guardians, and my sister was in the Anjari market buying thread.' Perfectly level, which is worse. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window, intercut with a 60m-wide industrial containment shaft 200m deep, brass containment rings, crystal growing through cracked concrete, four levels of catwalk, amber work lamps and spinning red alarm gyros. 03:55 / 14:12 2059, —. Light: a single amber rack light through the booth glass. Audio: no score. None. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 3. Continue the described action already in progress; neither begin nor resolve it. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S15-15J-c,15,15J,3/3,6,LOC-06 + LOC-01,"CU, eye, 85mm, locked-off, no camera movement. 'Two hundred thousand people, one hundred and thirty-eight Guardians, and my sister was in the Anjari market buying thread.' Perfectly level, which is worse. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window, intercut with a 60m-wide industrial containment shaft 200m deep, brass containment rings, crystal growing through cracked concrete, four levels of catwalk, amber work lamps and spinning red alarm gyros. 03:55 / 14:12 2059, —. Light: a single amber rack light through the booth glass. Audio: no score. None. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 3 of 3. Complete the described action and settle on the final beat. Use the final frame of part 2 as the starting reference so the move is unbroken.)"
S15-15K,15,15K,1/1,5,LOC-06 + LOC-01,"FLASHBACK WS, eye, locked, no sound, 50mm, locked-off, no camera movement. ANJARI MARKET, 14:12, 2059 — four seconds, silent: a girl of fifteen, long plait, school satchel, choosing thread at a stall. She looks up at a white light with mild curiosity. Ila (15, slight South Indian girl, long plait, school satchel). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window, intercut with a 60m-wide industrial containment shaft 200m deep, brass containment rings, crystal growing through cracked concrete, four levels of catwalk, amber work lamps and spinning red alarm gyros. 03:55 / 14:12 2059, —. Light: warm real afternoon sun — colour floods in for four seconds. Effect: period set extension; the bloom's first white edge. Audio: ABSOLUTE SILENCE. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S15-15L-a,15,15L,1/2,6,LOC-06 + LOC-01,"MS, eye, 50mm, locked-off, no camera movement. He puts the helmet back in the drum, closes it, and squares it on the rack — neat, like a man tidying his own grave. 'Don't learn anything from this.'. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window, intercut with a 60m-wide industrial containment shaft 200m deep, brass containment rings, crystal growing through cracked concrete, four levels of catwalk, amber work lamps and spinning red alarm gyros. 03:55 / 14:12 2059, —. Light: amber going red as the alarm state changes. Audio: Ose on the PA, calm. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 2. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
S15-15L-b,15,15L,2/2,5,LOC-06 + LOC-01,"MS, eye, 50mm, locked-off, no camera movement. He puts the helmet back in the drum, closes it, and squares it on the rack — neat, like a man tidying his own grave. 'Don't learn anything from this.'. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window, intercut with a 60m-wide industrial containment shaft 200m deep, brass containment rings, crystal growing through cracked concrete, four levels of catwalk, amber work lamps and spinning red alarm gyros. 03:55 / 14:12 2059, —. Light: amber going red as the alarm state changes. Audio: Ose on the PA, calm. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 2 of 2. Complete the described action and settle on the final beat. Use the final frame of part 1 as the starting reference so the move is unbroken.)"
S16-16A,16,16A,1/1,6,LOC-06,"MS, eye, 40mm, handheld. Riya puts her Nullpin sidearm on the floor and slides it away — she will not shoot her own people. Then walks toward the corridor. Riya (34, Bengali-Indian woman, athletic, storm-grey military command coat with oxblood shoulder piping, black hair). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window. 04:10, —. Light: red alarm strobe. Audio: the sidearm skidding on concrete. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S16-16B,16,16B,1/1,7,LOC-06,"WS, extreme high, straight down the stairwell shaft, 21mm, slow rotate. Vertigo shot down eleven flights of service stair; three figures spiralling down; red strobe on every landing. Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window. 04:10, —. Light: red strobe at 1Hz, hard. Effect: CG stairwell extension. Audio: boots, klaxon, Meera's breathing failing. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S16-16C,16,16C,1/1,5,LOC-06,"MS, eye, handheld, 32mm, handheld, jostling. On a half-landing Meera grabs Arjun's wrist with the BRASS HAND and stops him dead. Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Arjun (32, South Indian man, lean swimmer's build, deep brown skin, black mid-length hair pushed back with a grey streak at the RIGHT temple, heavy stubble, faint silver branching scars along both forearms). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window. 04:10, —. Light: red strobe. Effect: prosthetic. Audio: the grab; both of them stopping. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S16-16D,16,16D,1/1,8,LOC-06,"insert, eye, 85mm, handheld. The warped, half-burnt 2058 Corps class photograph — she has been carrying it since the fire. Her finger on the fourth figure: AMARA OKONKWO. Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window. 04:10, —. Light: red strobe making the photo readable only every other second. Effect: period photo prop. Audio: her voice under it. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S16-16E,16,16E,1/1,6,LOC-06,"CU, eye, 100mm, locked-off, no camera movement. Three steps above. The surname lands on her like a dropped weight. '...Say that name again.'. Kira (17, mixed Nigerian-Indian girl, wiry, dark brown skin, SIX cornrows in a high knot with THREE copper clips on the left, one brass earring, grey cloth wraps on both forearms). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window. 04:10, —. Light: red strobe on half her face. Audio: the klaxon suddenly seems far away. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles."
S16-16F-a,16,16F,1/3,6,LOC-06,"CU, eye, 85mm, very slow push. THE CONFESSION: 'I pulled you out of the Anjari salt when you were five. She was still warm and you would not let go of her collar, and I broke two of your fingers getting you out, and I am sorry, and I would do it again.'. Meera (61, small Bengali woman, cropped grey-white hair, glasses on a beaded chain, her LEFT arm a brass mechanical prosthetic, indigo kurta and canvas apron). Setting: the Bastion Spire — a brutalist grey concrete tower, low corridors, oxblood floor stripe, cyan fluorescents, rain on every window. 04:10, —. Light: red strobe — and for the four seconds of the confession's core, the strobe HOLDS ON, unbroken. Audio: score: a single sustained string cluster. Photoreal live-action cinema, 2.39:1 anamorphic widescreen, fine 35mm grain, naturalistic skin, practical lighting, no CGI gloss. Avoid: on-screen text, subtitles, watermarks, HUD or UI graphics, comic-book styling, capes, masks on the hero, glossy 3D-render look, extra fingers, changing hairstyles. (Continuous shot, part 1 of 3. Begin the described action; end the clip mid-movement, not on a settle. Use the final frame of part 0 as the starting reference so the move is unbroken.)"
